	title	year	certificate	runtime	genre	imdb_rating	votes	metascore	gross
276	Эта замечательная жизнь	1946	PG	130	['Drama', 'Family', 'Fantasy']	8.6	471216	89	0
277	Дивергент	2014	12+	139	['Action', 'Adventure', 'Mystery']	6.6	470878	48	150947895
278	Сумерки	2008	16+	122	['Drama', 'Fantasy', 'Romance']	5.3	470793	56	192769854
279	Голодные игры: Сойка-пересмешница. Часть I	2014	12+	123	['Action', 'Adventure', 'Sci-Fi']	6.6	470558	64	337135885
280	Рапунцель: Запутанная история	2010	6+	100	['Animation', 'Adventure', 'Comedy']	7.7	467809	71	200821936
281	Таинственная река	2003	16+	138	['Crime', 'Drama', 'Mystery']	7.9	466868	84	90135191
282	Трудности перевода	2003	16+	102	['Comedy', 'Drama']	7.7	466440	91	44585453
283	Звёздные войны: Скайуокер. Восход	2019	PG-13	141	['Action', 'Adventure', 'Fantasy']	6.5	466207	53	515202542
284	Шерлок Холмс: Игра теней	2011	12+	129	['Action', 'Adventure', 'Mystery']	7.4	465216	48	186848418
285	Индиана Джонс и Королевство хрустального черепа	2008	12+	122	['Action', 'Adventure']	6.2	464327	65	317101119
286	Красавица и чудовище	1991	6+	84	['Animation', 'Family', 'Fantasy']	8.0	463482	95	218967620
287	Вселенная Стивена Хокинга	2014	16+	123	['Biography', 'Drama', 'Romance']	7.7	462921	71	35893537
288	Мы - Миллеры	2013	16+	110	['Comedy', 'Crime']	7.0	462474	44	150394119
289	Лига справедливости	2017	12+	120	['Action', 'Adventure', 'Fantasy']	6.1	462284	45	229024295
290	Повелитель бури	2008	16+	131	['Drama', 'Thriller', 'War']	7.5	460547	95	17017811
291	Назад в будущее 3	1990	16	118	['Adventure', 'Comedy', 'Sci-Fi']	7.4	459545	55	87727583
292	Послезавтра	2004	12+	124	['Action', 'Adventure', 'Sci-Fi']	6.4	459190	47	186740799
293	Война миров	2005	14+	116	['Action', 'Adventure', 'Sci-Fi']	6.5	458915	73	234280354
294	Несносные боссы	2011	16+	98	['Comedy', 'Crime']	6.9	457376	57	117538559
295	Квант милосердия	2008	14+	106	['Action', 'Adventure', 'Mystery']	6.6	457183	58	168368427
296	Элизиум: Рай не на Земле	2013	16+	109	['Action', 'Drama', 'Sci-Fi']	6.6	456816	61	93050117
297	Банды Нью-Йорка	2002	16+	167	['Crime', 'Drama']	7.5	453310	72	77812000
298	Первому игроку приготовиться	2018	12+	140	['Action', 'Adventure', 'Sci-Fi']	7.4	452577	64	137690172
299	Последний самурай	2003	16+	154	['Action', 'Drama']	7.8	451269	55	111110575
300	Планета обезьян: Революция	2014	16+	130	['Action', 'Adventure', 'Drama']	7.6	450956	79	208545589
301	007: Спектр	2015	16+	148	['Action', 'Adventure', 'Thriller']	6.8	450159	60	200074175
302	Гражданин Кейн	1941	12+	119	['Drama', 'Mystery']	8.3	449868	100	1585634
303	Тренировочный день	2001	16+	122	['Action', 'Crime', 'Drama']	7.7	449175	69	76631907
304	Сорокалетний девственник	2005	16+	116	['Comedy', 'Romance']	7.1	448885	73	109449237
305	Крупная рыба	2003	0+	125	['Adventure', 'Drama', 'Fantasy']	8.0	447696	58	66257002
306	Игра на понижение	2015	18+	130	['Biography', 'Comedy', 'Drama']	7.8	445687	81	70259870
307	Люди Икс: Апокалипсис	2016	12+	144	['Action', 'Adventure', 'Sci-Fi']	6.9	445025	52	155442489
308	Убийца	2015	16+	121	['Action', 'Crime', 'Drama']	7.6	444919	82	46889293
309	Залечь на дно в Брюгге	2008	18+	107	['Comedy', 'Crime', 'Drama']	7.9	444506	67	7757130
310	Код да Винчи	2006	18+	149	['Mystery', 'Thriller']	6.6	443119	46	217536138
311	Мумия	1999	0+	124	['Action', 'Adventure', 'Fantasy']	7.1	442959	48	155247825
312	Столкновение	2004	16+	112	['Crime', 'Drama', 'Thriller']	7.7	442027	66	54580300
313	Всё везде и сразу	2022	18+	139	['Action', 'Adventure', 'Comedy']	7.9	441666	81	72861480
314	Скотт Пилигрим против всех	2010	16+	112	['Action', 'Comedy', 'Fantasy']	7.5	440727	69	31494270
315	Человек, который изменил всё	2011	PG-13	133	['Biography', 'Drama', 'Sport']	7.6	438054	87	75605492
316	Миссия: невыполнима	1996	12+	110	['Action', 'Adventure', 'Thriller']	7.1	437604	59	180981856
317	Тачки	2006	0+	117	['Animation', 'Adventure', 'Comedy']	7.2	437588	73	244082982
318	Нечто	1982	18+	109	['Horror', 'Mystery', 'Sci-Fi']	8.2	437404	57	13782838
319	Доктор Стрэндж: В мультивселенной безумия	2022	16+	126	['Action', 'Adventure', 'Fantasy']	6.9	436695	60	411331607
320	Гангстер	2007	18+	157	['Biography', 'Crime', 'Drama']	7.8	435692	76	130164645
321	Армагеддон	1998	12+	151	['Action', 'Adventure', 'Sci-Fi']	6.7	435605	42	201573391
322	Ральф	2012	6+	101	['Animation', 'Adventure', 'Comedy']	7.7	435558	72	189422889
323	Принцесса-невеста	1987	0+	98	['Adventure', 'Comedy', 'Family']	8.0	435371	77	30857814
324	Аладдин	1992	90 min	90	['Animation', 'Adventure', 'Comedy']	8.0	435105	86	217350219
325	Пила: Игра на выживание	2004	18+	103	['Horror', 'Mystery', 'Thriller']	7.6	434286	46	56000369
326	Дьявол носит Prada	2006	14+	109	['Comedy', 'Drama']	6.9	434089	62	124740460
327	Полночь в Париже	2011	14+	94	['Comedy', 'Fantasy', 'Romance']	7.7	434049	81	56816662
328	Хищник	1987	16+	107	['Action', 'Adventure', 'Horror']	7.8	433511	47	59735548
329	Кинг Конг	2005	16+	187	['Action', 'Adventure', 'Drama']	7.2	432635	81	218080025
330	Форма воды	2017	18+	123	['Drama', 'Fantasy', 'Romance']	7.3	431429	87	63859435
331	Комната	2015	18+	118	['Drama', 'Thriller']	8.1	430859	86	14677674
332	Хижина в лесу	2011	18+	95	['Horror', 'Mystery', 'Thriller']	7.0	430060	72	42073277
333	Солдаты неудачи	2008	16+	107	['Action', 'Comedy', 'War']	7.1	428419	71	110515313
334	Затерянный мир: Парк Юрского периода	1997	0+	129	['Action', 'Adventure', 'Sci-Fi']	6.5	427995	59	229086679
335	Неуязвимый	2000	16+	106	['Drama', 'Mystery', 'Sci-Fi']	7.3	426930	62	95011339
336	Охотники за привидениями	1984	0+	105	['Action', 'Comedy', 'Fantasy']	7.8	424901	71	238632124
337	Алиса в Стране чудес	2010	12+	108	['Adventure', 'Family', 'Fantasy']	6.4	424688	53	334191110
338	28 дней спустя	2002	16+	113	['Drama', 'Horror', 'Sci-Fi']	7.5	424303	73	45064915
339	Человек-муравей и Оса	2018	12+	118	['Action', 'Adventure', 'Comedy']	7.0	422795	70	216648740
340	Храбрая сердцем	2012	6+	93	['Animation', 'Adventure', 'Comedy']	7.1	422748	69	237283207
341	Взвод	1986	16+	120	['Drama', 'War']	8.1	422591	92	138530565
342	Годзилла	2014	12+	123	['Action', 'Adventure', 'Sci-Fi']	6.4	422243	62	200676069
343	Время	2011	PG-13	109	['Action', 'Sci-Fi', 'Thriller']	6.7	422102	53	37520095
344	Борат	2006	(Banned)	84	['Comedy']	7.4	421978	89	128505958
345	Конец света 2013: Апокалипсис по-голливудски	2013	18+	107	['Comedy', 'Fantasy']	6.6	421734	67	101470202
346	Пассажиры	2016	16+	116	['Drama', 'Romance', 'Sci-Fi']	7.0	420330	41	100014699
347	Изгоняющий дьявола	1973	18+	122	['Horror']	8.1	420099	81	232906145
348	Непрощенный	1992	R	130	['Drama', 'Western']	8.2	420062	85	101157447
349	E.T. the Extra-Terrestrial	1982	0+	115	['Adventure', 'Family', 'Sci-Fi']	7.9	420001	91	435110554
350	Не время умирать	2021	12+	163	['Action', 'Adventure', 'Thriller']	7.3	417410	68	160869031
351	Трансформеры 3: Тёмная сторона Луны	2011	12+	154	['Action', 'Adventure', 'Sci-Fi']	6.2	417227	42	352390543
352	Американский пирог	1999	14+	95	['Comedy']	7.0	416935	58	102561004
353	Мадагаскар	2005	0+	86	['Animation', 'Adventure', 'Comedy']	6.9	416555	57	193595521
354	Останься со мной	1986	89 min	89	['Adventure', 'Drama']	8.1	416266	75	52287414
355	Ford против Ferrari	2019	16+	152	['Action', 'Biography', 'Drama']	8.1	415821	81	117624028
356	Соучастник	2004	16+	120	['Action', 'Crime', 'Drama']	7.5	415205	71	101005703
357	Брюс всемогущий	2003	12+	101	['Comedy', 'Fantasy']	6.8	414937	46	242829261
358	Трансформеры: Месть падших	2009	12+	149	['Action', 'Adventure', 'Sci-Fi']	5.9	414098	35	402111870
359	Клуб «Завтрак»	1985	16+	97	['Comedy', 'Drama']	7.8	412658	66	45875171
360	Крепкий орешек 4.0	2007	14+	128	['Action', 'Thriller']	7.1	412059	69	134529403
361	Лига справедливости Зака Снайдера	2021	18+	242	['Action', 'Adventure', 'Fantasy']	8.0	411413	54	0
362	Ходячий замок	2004	12+	119	['Animation', 'Adventure', 'Family']	8.2	410293	82	4711096
363	Головокружение	1958	16+	128	['Mystery', 'Romance', 'Thriller']	8.3	410177	100	3200000
364	Три идиота	2009	16+	170	['Comedy', 'Drama']	8.4	409974	67	6532908
365	Гадкий я 2	2013	0+	98	['Animation', 'Adventure', 'Comedy']	7.3	409636	62	368061265
366	Волшебник страны Оз	1939	0+	102	['Adventure', 'Family', 'Fantasy']	8.1	409506	92	2076020
367	Хроники Нарнии: Лев, Колдунья и волшебный шкаф	2005	6+	143	['Adventure', 'Family', 'Fantasy']	6.9	409409	75	291709845
368	Амадей	1984	R	160	['Biography', 'Drama', 'Music']	8.4	409024	88	51973029
369	Кролик Джоджо	2019	(Banned)	108	['Comedy', 'Drama', 'War']	7.9	408639	58	33370906
370	Игра	1997	R	129	['Drama', 'Mystery', 'Thriller']	7.7	408269	63	48323648
371	Житие Брайана по Монти Пайтон	1979	12+	94	['Comedy']	8.0	408152	77	20045115
372	Монстро	2008	16+	85	['Action', 'Adventure', 'Horror']	7.0	408003	64	80048433
373	Терминатор 3: Восстание машин	2003	16+	109	['Action', 'Sci-Fi']	6.3	407191	66	150371112
374	Крестный отец: Часть III	1990	16+	162	['Crime', 'Drama']	7.6	406893	60	66666062
375	Черный Ястреб	2001	16+	144	['Action', 'Drama', 'History']	7.7	406103	74	108638745
376	Принцесса Мононоке	1997	12+	134	['Animation', 'Action', 'Adventure']	8.3	405619	76	2375308
377	Ирландец	2019	R	209	['Biography', 'Crime', 'Drama']	7.8	402299	94	7000000
378	Форсаж 6	2013	12+	130	['Action', 'Adventure', 'Crime']	7.0	402000	61	238679850
379	Отличница лёгкого поведения	2010	14+	92	['Comedy', 'Drama', 'Romance']	7.0	400969	72	58401464
380	Город воров	2010	R	125	['Crime', 'Drama', 'Thriller']	7.5	400601	74	92186262
381	Шан-Чи и легенда десяти колец	2021	16+	132	['Action', 'Adventure', 'Fantasy']	7.4	400271	71	224543292
382	Машинист	2004	16+	101	['Drama', 'Thriller']	7.7	400180	61	1082715
383	Двенадцать друзей Оушена	2004	16+	125	['Crime', 'Thriller']	6.5	399786	58	125544280
384	Форсаж 7	2015	16+	137	['Action', 'Crime', 'Thriller']	7.1	398174	67	353007020
385	Маска	1994	12+	101	['Action', 'Comedy', 'Crime']	6.9	398122	56	119938730
386	Дрянные девчонки	2004	12+	97	['Comedy']	7.1	397822	66	86058055
387	Особо опасен	2008	16+	110	['Action', 'Crime', 'Thriller']	6.7	397266	64	134508551
388	Звезда родилась	2018	18+	136	['Drama', 'Music', 'Romance']	7.6	396701	88	215288866
389	Жизнь других	2006	16+	137	['Drama', 'Mystery', 'Thriller']	8.4	396057	89	11286112
390	Форсаж	2001	16+	106	['Action', 'Crime', 'Thriller']	6.8	396010	58	144533925
391	Джуманджи: Зов джунглей	2017	16+	119	['Action', 'Adventure', 'Comedy']	6.9	395592	58	404515480
392	Крепкий орешек 3	1995	16+	128	['Action', 'Adventure', 'Thriller']	7.6	395411	58	100012499
393	Тупой и еще тупее	1994	16+	107	['Comedy']	7.3	395229	41	127175354
394	Чёрная Вдова	2021	16+	134	['Action', 'Adventure', 'Sci-Fi']	6.7	395191	68	183651655
395	Форсаж 5	2011	16+	130	['Action', 'Crime', 'Thriller']	7.3	389621	66	209837675
396	Главный герой	2021	16+	115	['Action', 'Adventure', 'Comedy']	7.1	388898	62	121626598
397	Достать ножи: Стеклянная луковица	2022	PG-13	139	['Comedy', 'Crime', 'Drama']	7.1	388365	81	0
398	Мачо и ботан 2	2014	16+	112	['Action', 'Comedy', 'Crime']	7.0	388353	71	191719337
399	Без лица	1997	14+	138	['Action', 'Crime', 'Sci-Fi']	7.3	386666	82	112225777
400	Джон Уик 3	2019	18+	130	['Action', 'Crime', 'Thriller']	7.4	386528	73	171015687
401	Виноваты звезды	2014	12+	126	['Drama', 'Romance']	7.7	386426	69	124872350
402	Бэтмен	1989	126 min	126	['Action', 'Adventure']	7.5	386409	69	251188924
403	127 часов	2010	16+	94	['Biography', 'Drama']	7.5	386006	82	18335230
404	Люди в чёрном 2	2002	12+	88	['Action', 'Adventure', 'Comedy']	6.2	385845	49	190418803
405	2012	2009	14+	158	['Action', 'Adventure', 'Sci-Fi']	5.8	385611	49	166112167
406	Малефисента	2014	12+	97	['Adventure', 'Family', 'Fantasy']	6.9	385341	56	241410378
407	Адвокат дьявола	1997	16+	144	['Drama', 'Mystery', 'Thriller']	7.5	383626	60	60984028
408	Великий уравнитель	2014	16+	132	['Action', 'Crime', 'Thriller']	7.2	383507	57	101530738
409	Миссия невыполнима: Племя изгоев	2015	16+	131	['Action', 'Adventure', 'Thriller']	7.4	382971	75	195042377
410	Не пойман - не вор	2006	R	129	['Crime', 'Drama', 'Mystery']	7.6	382950	76	88513495
411	Иллюзионист	2006	12+	110	['Drama', 'Fantasy', 'Mystery']	7.5	379705	68	39868642
412	Секс по дружбе	2011	16+	109	['Comedy', 'Romance']	6.5	379044	63	55802754
413	Ограбление по-итальянски	2003	12+	111	['Action', 'Crime', 'Thriller']	7.0	376506	68	106128601
414	Боец	2010	16+	116	['Action', 'Biography', 'Drama']	7.8	376431	79	93617009
415	Аватар: Путь воды	2022	PG-13	192	['Action', 'Adventure', 'Fantasy']	7.7	376349	67	659682302
416	Другие	2001	16+	101	['Horror', 'Mystery', 'Thriller']	7.6	375966	74	96522687
417	Немножко беременна	2007	16+	129	['Comedy', 'Romance']	6.9	375893	85	148734225
418	Суини Тодд, демон-парикмахер с Флит-стрит	2007	18+	116	['Drama', 'Horror', 'Musical']	7.3	375634	83	52898073
419	Скорость	1994	12+	116	['Action', 'Adventure', 'Thriller']	7.3	375425	78	121248145
420	Один дома 2: Затерянный в Нью-Йорке	1992	12+	120	['Adventure', 'Comedy', 'Crime']	6.8	374242	46	173585516
421	Знаки	2002	12+	106	['Drama', 'Mystery', 'Sci-Fi']	6.8	372344	59	227966634
422	Люди в черном 3	2012	12+	106	['Action', 'Adventure', 'Comedy']	6.8	372245	58	179020854
423	Гнев	2004	16+	146	['Action', 'Crime', 'Drama']	7.7	371332	47	77911774
424	Сквозь снег	2013	R	126	['Action', 'Drama', 'Sci-Fi']	7.1	371030	84	4563650
425	Всегда говори «ДА»	2008	12+	104	['Comedy', 'Romance']	6.8	370755	46	97690976
426	Авиатор	2004	12+	170	['Biography', 'Drama']	7.5	370548	77	102608827
427	Университет монстров	2013	6+	104	['Animation', 'Adventure', 'Comedy']	7.2	370435	65	268492764
428	Крепкий орешек 2	1990	18+	124	['Action', 'Thriller']	7.1	370159	67	117540947
429	Отряд самоубийц: Миссия навылет	2021	18+	132	['Action', 'Adventure', 'Comedy']	7.2	369958	72	55817425
430	Сонная Лощина	1999	12+	105	['Fantasy', 'Horror', 'Mystery']	7.3	369318	65	101071502
431	Выходной день Ферриса Бьюллера	1986	12+	103	['Comedy']	7.8	368682	61	70136369
432	Терминатор: Да придёт спаситель	2009	12+	115	['Action', 'Adventure', 'Sci-Fi']	6.5	368525	49	125322469
433	Лего. Фильм	2014	6+	100	['Animation', 'Action', 'Adventure']	7.7	367759	83	257760692
434	Облачный атлас	2012	16+	172	['Drama', 'Mystery', 'Sci-Fi']	7.4	367089	55	27108272
435	Горбатая гора	2005	16+	134	['Drama', 'Romance']	7.7	366862	87	83043761
436	Луна 2112	2009	R	97	['Drama', 'Mystery', 'Sci-Fi']	7.8	366134	67	5009677
437	Малхолланд Драйв	2001	18+	147	['Drama', 'Mystery', 'Thriller']	7.9	366088	86	7220243
