	title	year	certificate	runtime	genre	imdb_rating	votes	metascore	gross
5197	Дора и затерянный город	2019	6+	102	['Action', 'Adventure', 'Comedy']	6.1	32215	63	60477943
5198	Заговор	2018	138 min	138	['Action', 'Drama', 'Thriller']	7.7	32212	0	0
5199	Моя большая греческая свадьба 2	2016	PG-13	94	['Comedy', 'Romance']	6.0	32204	37	59689605
5200	Creature from the Black Lagoon	1954	79 min	79	['Horror', 'Sci-Fi']	6.9	32198	68	1300000
5201	В стране женщин	2007	PG-13	97	['Comedy', 'Drama', 'Romance']	6.4	32189	47	11043445
5202	The Brood	1979	92 min	92	['Horror', 'Sci-Fi']	6.8	32184	63	0
5203	Я сражаюсь с великанами	2017	12+	106	['Drama', 'Fantasy', 'Thriller']	6.1	32183	74	0
5204	Топор	2006	18+	93	['Comedy', 'Horror', 'Thriller']	5.6	32148	57	155873
5205	Пророчество	1995	R	98	['Action', 'Crime', 'Drama']	6.4	32134	44	16115878
5206	Обитель зла: Вырождение	2008	R	97	['Animation', 'Action', 'Horror']	6.4	32129	0	0
5207	На границе миров	2018	R	110	['Crime', 'Drama', 'Fantasy']	7.0	32125	75	771930
5208	Незаконченная жизнь	2005	12+	108	['Drama', 'Family', 'Romance']	7.0	32123	49	8586392
5209	Battle for the Planet of the Apes	1973	93 min	93	['Action', 'Sci-Fi']	5.4	32120	40	8844595
5210	Police Academy 6: City Under Siege	1989	16+	84	['Comedy', 'Crime']	4.4	32109	16	11567217
5211	Объединённая зона безопасности	2000	12+	110	['Action', 'Drama', 'Thriller']	7.7	32102	58	0
5212	Голубая волна	2002	16+	104	['Drama', 'Romance', 'Sport']	5.7	32073	61	40390647
5213	Сити-Айленд	2009	PG-13	104	['Comedy', 'Drama']	7.4	32064	66	6670712
5214	Boспитатели	2004	R	127	['Drama', 'Romance']	7.4	32036	68	175493
5215	Достучаться до небес	1997	87 min	87	['Action', 'Crime', 'Comedy']	7.8	32003	0	3296
5216	Wait Until Dark	1967	108 min	108	['Thriller']	7.7	32001	81	17550741
5217	Они	2019	18+	92	['Horror', 'Thriller']	6.3	32000	69	0
5218	Агнец	2021	18+	106	['Drama', 'Fantasy', 'Horror']	6.3	32000	68	0
5219	Крокодил	2007	R	99	['Action', 'Drama', 'Horror']	6.2	31993	0	10452
5220	Victory	1981	116 min	116	['Drama', 'Sport', 'War']	6.6	31989	57	10853418
5221	Триумф	2005	PG	120	['Biography', 'Drama', 'Sport']	7.4	31986	55	15331289
5222	Долина папоротников: Последний тропический лес	1992	76 min	76	['Animation', 'Adventure', 'Family']	6.5	31955	67	24650296
5223	Конформист	1970	18+	113	['Drama']	7.9	31952	100	541940
5224	Jing wu men	1972	16+	106	['Action', 'Drama', 'Romance']	7.2	31949	68	1288019
5225	Лабиринт 2	2022	143 min	143	['Comedy', 'Drama', 'Horror']	5.7	31947	0	0
5226	Белль	2013	PG	100	['Biography', 'Drama', 'Romance']	7.3	31943	64	10726630
5227	Боги и монстры	1998	R	105	['Biography', 'Drama']	7.3	31933	74	6390032
5228	Lord of the Flies	1990	16+	90	['Adventure', 'Drama', 'Thriller']	6.4	31928	49	13985225
5229	Дракон: История Брюса Ли	1993	PG-13	120	['Action', 'Biography', 'Drama']	7.0	31926	69	35112679
5230	Доводы рассудка	2022	PG	108	['Drama', 'Romance']	5.8	31912	42	0
5231	Злые птицы 2 в кино	2019	6+	97	['Animation', 'Action', 'Adventure']	6.4	31894	60	41657076
5232	Трудный ребёнок	1990	0+	81	['Comedy', 'Family']	5.4	31874	27	53470900
5233	Морское приключение	2002	16+	94	['Comedy']	4.9	31848	18	8586376
5234	Экспат	2012	R	100	['Action', 'Thriller']	6.0	31840	34	0
5235	Кое-что ещё	2003	16+	108	['Comedy', 'Romance']	6.3	31836	43	3203044
5236	Никсон	1995	R	192	['Biography', 'Drama', 'History']	7.1	31822	66	13560960
5237	Убийство в Белом доме	1997	R	107	['Action', 'Crime', 'Drama']	6.1	31818	47	25826788
5238	К тебе или ко мне?	2023	PG-13	109	['Comedy', 'Romance']	5.6	31787	49	0
5239	Дерсу Узала	1975	16+	142	['Adventure', 'Biography', 'Drama']	8.2	31775	0	0
5240	Хронос	1992	R	94	['Drama', 'Fantasy', 'Horror']	6.7	31769	70	621392
5241	Бугимен	2005	PG-13	89	['Drama', 'Horror', 'Mystery']	4.2	31758	32	46752382
5242	Bойна тануки в периоды Хэйсэй и Помпоко	1994	PG	119	['Animation', 'Comedy', 'Drama']	7.3	31753	77	0
5243	Игра окончена, чувак!	2018	101 min	101	['Action', 'Comedy']	5.4	31751	32	0
5244	Z - значит Захария	2015	PG-13	98	['Drama', 'Romance', 'Sci-Fi']	6.0	31734	68	121461
5245	Наблюдающий	2022	R	96	['Drama', 'Horror', 'Thriller']	6.3	31722	72	0
5246	Rupan sansei: Kariosutoro no shiro	1979	12+	100	['Animation', 'Action', 'Adventure']	7.6	31722	72	0
5247	Инструкции не прилагаются	2013	12+	115	['Comedy', 'Drama']	7.5	31718	55	44467206
5248	Равные	2015	PG-13	101	['Drama', 'Romance', 'Sci-Fi']	6.0	31701	43	32095
5249	Слепые пятна	2018	R	95	['Comedy', 'Crime', 'Drama']	7.4	31700	77	4333394
5250	В твоих глазах	2014	106 min	106	['Fantasy', 'Romance']	6.9	31694	0	0
5251	Конец тура	2015	R	106	['Biography', 'Drama']	7.2	31677	82	2993669
5252	Фейерверк	1997	18+	103	['Crime', 'Drama', 'Romance']	7.7	31671	0	233986
5253	2 дня в Париже	2007	16+	96	['Comedy', 'Drama', 'Romance']	6.7	31664	67	4432981
5254	Бхарат	2019	Not Rated	150	['Action', 'Comedy', 'Drama']	4.7	31655	0	2971549
5255	Чёpная зависть	2004	16+	99	['Comedy']	4.8	31654	31	12181484
5256	Время цыган	1988	142 min	142	['Comedy', 'Crime', 'Drama']	8.1	31650	0	280015
5257	Машина	2013	R	91	['Action', 'Drama', 'Sci-Fi']	6.0	31650	52	0
5258	The Lady from Shanghai	1947	87 min	87	['Crime', 'Drama', 'Film-Noir']	7.5	31629	0	7927
5259	Всегда	1989	16+	122	['Drama', 'Fantasy', 'Romance']	6.4	31628	50	43858790
5260	Кодер	2002	16+	95	['Mystery', 'Sci-Fi', 'Thriller']	6.7	31627	0	0
5261	An Affair to Remember	1957	115 min	115	['Drama', 'Romance']	7.4	31592	71	0
5262	Фанаты	2004	18+	91	['Crime', 'Drama', 'Sport']	6.8	31573	0	0
5263	The Innocents	1961	100 min	100	['Horror']	7.8	31566	88	2616000
5264	Вторжение: Битва за рай	2010	R	104	['Action', 'Adventure', 'Drama']	6.1	31549	54	0
5265	Драйвер на ночь	2014	R	94	['Comedy', 'Crime']	6.5	31545	0	0
5266	The China Syndrome	1979	122 min	122	['Drama', 'Thriller']	7.4	31541	81	51718367
5267	Запятнанная репутация	2003	16+	106	['Drama', 'Romance', 'Thriller']	6.2	31539	57	5381227
5268	Крик в общаге	2009	18+	101	['Horror', 'Mystery']	5.1	31521	24	11956207
5269	Милашки	2020	96 min	96	['Drama']	3.6	31490	67	0
5270	Счастливы вместе	1997	96 min	96	['Drama', 'Romance']	7.7	31483	70	187508
5271	Скорость: Автобус 657	2015	R	93	['Action', 'Crime', 'Drama']	6.1	31478	37	0
5272	Забавная мордашка	1957	103 min	103	['Comedy', 'Musical', 'Romance']	7.0	31476	75	0
5273	Пудра	1995	PG-13	111	['Drama', 'Fantasy', 'Mystery']	6.6	31461	0	30862146
5274	Положись на друзей	2006	16+	88	['Comedy', 'Drama', 'Romance']	5.8	31442	68	13367101
5275	Море Солтона	2002	16+	103	['Crime', 'Drama', 'Mystery']	7.0	31438	41	764554
5276	Большой всплеск	2015	R	125	['Drama', 'Music', 'Thriller']	6.4	31433	74	1982505
5277	Как женить холостяка	2018	R	87	['Comedy', 'Drama', 'Romance']	6.0	31402	46	0
5278	Мистериум. Начало	2013	96 min	96	['Crime', 'Drama', 'Mystery']	7.2	31385	62	0
5279	Inherit the Wind	1960	128 min	128	['Biography', 'Drama', 'History']	8.1	31381	75	0
5280	1492: Завоевание рая	1992	PG-13	154	['Adventure', 'Biography', 'Drama']	6.4	31377	47	7191399
5281	Летящий Пенджаб	2016	148 min	148	['Action', 'Crime', 'Drama']	7.7	31369	0	0
5282	The Thing from Another World	1951	87 min	87	['Horror', 'Sci-Fi']	7.1	31366	0	0
5283	Влюблённыe	2000	0+	216	['Drama', 'Musical', 'Romance']	7.0	31343	0	0
5284	Супердетки: Вундеркинды 2	2004	12+	88	['Comedy', 'Family', 'Sci-Fi']	1.5	31342	9	9109322
5285	Дэв.Д	2009	144 min	144	['Comedy', 'Drama', 'Romance']	7.9	31329	0	10950
5286	Они	2006	16+	77	['Horror', 'Thriller']	6.4	31314	60	0
5287	Одиночки	1992	PG-13	99	['Comedy', 'Drama', 'Music']	6.7	31309	71	18472850
5288	Кровные узы	2020	18+	113	['Crime', 'Drama', 'Thriller']	6.7	31306	63	0
5289	Инкассатор	2009	PG-13	88	['Action', 'Crime', 'Thriller']	5.7	31300	50	15988876
5290	Уик-энд	2011	97 min	97	['Drama', 'Romance']	7.6	31291	81	455459
5291	Онг бак 2: Непревзойденный	2008	16+	98	['Action']	6.2	31288	47	102055
5292	Призраки Гойи	2006	R	113	['Biography', 'Drama', 'History']	6.9	31268	52	1000045
5293	Полный облом	2006	R	86	['Comedy', 'Crime', 'Thriller']	6.7	31268	0	0
5294	Параноид парк	2007	16+	85	['Crime', 'Drama', 'Mystery']	6.6	31263	84	486021
5295	Смерти вопреки	1990	96 min	96	['Action', 'Crime', 'Drama']	5.8	31224	41	47410000
5296	Банкир	2020	18+	120	['Biography', 'Drama']	7.3	31221	59	0
5297	Астерикс на Олимпийских играх	2008	12+	116	['Adventure', 'Comedy', 'Family']	5.2	31218	0	999811
5298	The Thin Man	1934	91 min	91	['Comedy', 'Crime', 'Mystery']	7.9	31217	86	0
5299	Идеальный мужчина	2005	PG	100	['Comedy', 'Family', 'Romance']	5.4	31210	27	16247775
5300	Опасный бизнес	2018	18+	111	['Action', 'Comedy', 'Crime']	6.1	31187	46	4969853
5301	Как я теперь люблю	2013	R	101	['Action', 'Adventure', 'Drama']	6.4	31184	57	60213
5302	Сейчас и тогда	1995	PG-13	102	['Comedy', 'Drama', 'Romance']	6.8	31169	50	27400000
5303	Повелители Салема	2012	18+	101	['Horror', 'Thriller']	5.2	31157	57	1163508
5304	Тетрадь смерти	2006	126 min	126	['Crime', 'Drama', 'Fantasy']	7.5	31142	0	0
5305	Школа добра и зла	2022	PG-13	147	['Action', 'Comedy', 'Drama']	5.8	31131	30	0
5306	Gaslight	1944	114 min	114	['Crime', 'Drama', 'Mystery']	7.8	31129	78	0
5307	Мамочка-маньячка-убийца	1994	R	95	['Comedy', 'Crime', 'Thriller']	6.8	31127	64	7881335
5308	Виpтуозность	1995	R	106	['Action', 'Crime', 'Sci-Fi']	5.5	31109	39	24048000
5309	Casino Royale	1967	131 min	131	['Comedy']	5.0	31095	48	0
5310	Панк из Солт-Лейк-Сити	1998	R	97	['Comedy', 'Drama', 'Music']	7.4	31093	50	299200
5311	Демон	2019	141 min	141	['Action', 'Drama']	8.4	31093	0	0
5312	Калибр	2018	101 min	101	['Drama', 'Thriller']	6.8	31090	76	0
5313	Outland	1981	109 min	109	['Action', 'Crime', 'Sci-Fi']	6.6	31061	48	17374595
5314	Фредди	2022	124 min	124	['Drama', 'Mystery', 'Romance']	7.5	31039	0	0
5315	Я плюю на ваши могилы 2	2013	18+	106	['Horror', 'Thriller']	5.7	31039	0	441
5316	L'avventura	1960	16+	144	['Drama', 'Mystery', 'Romance']	7.8	31035	0	0
5317	Лидер	2021	153 min	153	['Biography', 'Drama']	5.9	31010	0	0
5318	Двойной агент	2011	PG-13	98	['Action', 'Crime', 'Drama']	5.9	30993	37	0
5319	Безумие	2008	R	99	['Comedy', 'Drama', 'Romance']	6.9	30993	61	2077116
5320	Жизнь во имя любви 2	2013	132 min	132	['Drama', 'Music', 'Musical']	7.0	30984	0	0
5321	Мурали-молния	2021	158 min	158	['Action', 'Comedy', 'Drama']	7.8	30977	0	0
5322	Тигр жив	2017	161 min	161	['Action', 'Adventure', 'Thriller']	5.9	30937	0	5560921
5323	Узел смерти	2018	109 min	109	['Crime', 'Drama', 'Mystery']	6.5	30911	59	8208
5324	Ночь в баре Маккула	2001	16+	93	['Comedy', 'Crime']	6.2	30909	46	6290673
5325	Однажды в Дели	2011	103 min	103	['Action', 'Comedy', 'Crime']	7.5	30905	66	1531757
5326	Runaway Train	1985	111 min	111	['Action', 'Adventure', 'Drama']	7.2	30877	67	7936012
5327	The Pink Panther Strikes Again	1976	103 min	103	['Comedy', 'Crime']	7.2	30853	60	33833201
5328	Мисс Поттер	2006	12+	88	['Biography', 'Drama', 'Romance']	7.0	30848	57	2975649
5329	5 нeизвестных	2006	85 min	85	['Crime', 'Drama', 'Mystery']	6.4	30840	44	144397
5330	And Now for Something Completely Different	1971	88 min	88	['Comedy']	7.5	30819	0	0
5331	Только правда	2016	R	93	['Crime', 'Drama', 'Mystery']	6.2	30797	46	0
5332	Клуб страха	2004	R	104	['Comedy', 'Horror', 'Mystery']	5.6	30787	45	4992159
5333	Большое дело	1998	R	91	['Action', 'Comedy', 'Crime']	6.0	30774	31	27052167
5334	Неудачники	2009	R	105	['Action', 'Comedy', 'Crime']	7.1	30774	62	1260917
5335	Курорт для ныряльщиков на Красном море	2019	129 min	129	['Drama', 'History', 'Thriller']	6.6	30773	0	0
5336	Перспектива	2018	R	100	['Adventure', 'Drama', 'Sci-Fi']	6.3	30765	68	0
5337	Крип	2004	16+	85	['Horror', 'Mystery', 'Thriller']	5.6	30765	0	0
5338	Счастливого Рождества	2005	12+	116	['Drama', 'History', 'Music']	7.7	30750	70	1054361
5339	Маска	1985	120 min	120	['Biography', 'Drama']	7.2	30734	73	48230162
5340	Прощай, моя наложница	1993	R	171	['Drama', 'Music', 'Romance']	8.1	30730	83	5216888
5341	Мужчина нарасхват	2012	PG-13	105	['Comedy', 'Romance', 'Sport']	5.7	30724	27	13101142
5342	Somewhere in Time	1980	103 min	103	['Drama', 'Fantasy', 'Romance']	7.2	30721	29	9709597
5343	Время возмездия	2018	18+	121	['Action', 'Crime', 'Drama']	6.2	30671	62	1533324
5344	Звезда шерифа	1996	R	135	['Drama', 'Mystery', 'Western']	7.4	30665	78	13269963
5345	Henry V	1989	PG-13	137	['Biography', 'Drama', 'History']	7.5	30646	83	10161099
5346	Добро пожаловать, или Соседям вход воспрещён	2006	12+	93	['Comedy', 'Family']	5.0	30642	28	35092918
5347	Take the Money and Run	1969	PG	85	['Comedy', 'Crime']	7.2	30613	67	724034
5348	Mystic Pizza	1988	104 min	104	['Comedy', 'Drama', 'Romance']	6.3	30610	60	12793213
5349	Летние войны	2009	12+	114	['Animation', 'Action', 'Adventure']	7.4	30603	63	78182
5350	Можешь рассчитывать на меня	2000	R	111	['Drama']	7.5	30599	85	9180275
5351	Открытая могила	2013	Unrated	102	['Horror', 'Mystery', 'Sci-Fi']	6.2	30562	33	0
5352	Я убил свою маму	2009	96 min	96	['Drama', 'Romance']	7.4	30560	77	0
5353	Átame!	1989	18+	101	['Comedy', 'Crime', 'Drama']	7.0	30558	55	4087361
5354	Нежный бар	2021	R	106	['Drama']	6.7	30522	53	0
5355	Враг государства No1: Легенда	2008	R	133	['Action', 'Biography', 'Crime']	7.4	30510	72	275125
5356	Моя пиратская свадьба	2022	18+	101	['Action', 'Comedy', 'Romance']	5.4	30468	46	0
5357	Хинди школа	2017	132 min	132	['Comedy', 'Drama']	7.8	30412	0	0
5358	7500	2019	R	93	['Action', 'Drama', 'Thriller']	6.3	30405	58	0
5359	Леди в фургоне	2015	PG-13	104	['Biography', 'Comedy', 'Drama']	6.7	30402	70	10017675
5360	Бумеранг	1992	R	117	['Comedy', 'Drama', 'Romance']	5.6	30399	45	70100000
5361	Отличный гамбургер	1997	PG	95	['Comedy', 'Family']	5.7	30389	41	23687907
5362	Искусство войны	2000	16+	117	['Action', 'Adventure', 'Crime']	5.7	30386	30	30208599
5363	Зильс-Мария	2014	R	124	['Drama']	6.7	30385	79	1811138
5364	Деньги решают все	1997	R	97	['Action', 'Comedy', 'Crime']	6.2	30357	0	41067398
5365	Майор	2022	150 min	150	['Action', 'Biography', 'Drama']	8.1	30351	0	0
5366	Тропы	2013	16+	112	['Adventure', 'Biography', 'Drama']	7.1	30348	78	508806
5367	El Topo	1970	125 min	125	['Drama', 'Western']	7.2	30340	65	36000
5368	Девичий источник	1960	89 min	89	['Drama']	8.1	30336	0	1526000
5369	Silent Running	1972	89 min	89	['Drama', 'Sci-Fi']	6.6	30333	67	689707
5370	Cape Fear	1962	106 min	106	['Drama', 'Thriller']	7.7	30328	76	0
5371	The Ladykillers	1955	91 min	91	['Comedy', 'Crime']	7.6	30325	91	0
5372	Зачётный препод	2013	12+	119	['Comedy']	6.9	30316	0	0
5373	Портной из Панамы	2001	18+	109	['Comedy', 'Drama', 'Thriller']	6.1	30306	66	13729742
5374	Санта на продажу	2010	R	84	['Adventure', 'Fantasy', 'Horror']	6.6	30298	71	263210
5375	Я знаю, кто убил меня	2007	18+	106	['Horror', 'Mystery', 'Thriller']	3.6	30292	16	7498716
5376	Кен Парк	2002	18+	93	['Drama']	5.8	30286	0	0
5377	Тупик	2003	18+	85	['Adventure', 'Horror', 'Mystery']	6.5	30271	0	0
5378	Счастливы вместе	2010	R	100	['Comedy', 'Drama', 'Romance']	6.7	30246	45	215576
5379	Drop Dead Fred	1991	103 min	103	['Comedy', 'Drama', 'Fantasy']	5.9	30242	25	43878334
5380	Операция «Мясной фарш»	2021	18+	128	['Drama', 'War']	6.6	30225	65	0
5381	Звезда сцены	2004	12+	89	['Comedy', 'Family', 'Music']	4.7	30199	33	29331068
5382	Гражданский иск	1998	PG-13	115	['Drama']	6.6	30198	68	56702901
5383	Чeловек без лица	1993	PG-13	115	['Drama']	6.7	30197	62	24760338
5384	Ещё один год	2010	16+	129	['Comedy', 'Drama']	7.4	30194	81	3205706
5385	Play Misty for Me	1971	102 min	102	['Drama', 'Thriller']	6.9	30184	78	11800340
5386	Побеждая время	2013	PG-13	97	['Drama', 'Thriller']	6.3	30182	55	0
5387	Пало-Альто	2013	R	100	['Drama']	6.2	30173	69	750100
5388	Селена	1997	PG	127	['Biography', 'Drama', 'Music']	6.8	30168	67	35422828
5389	Особь 2	1998	16+	93	['Action', 'Horror', 'Sci-Fi']	4.5	30166	19	19165560
5390	Не называй меня малышкой	1996	18+	98	['Action', 'Sci-Fi']	3.5	30164	40	3794000
5391	Hausu	1977	88 min	88	['Comedy', 'Horror']	7.3	30162	0	0
5392	Уж кто бы говорил 3	1993	PG-13	96	['Comedy', 'Family', 'Romance']	4.4	30150	26	10340263
5393	Капитан Подштанник: Первый эпический фильм	2017	6+	89	['Animation', 'Action', 'Adventure']	6.2	30135	69	73921000
5394	Мужья и жены	1992	R	108	['Comedy', 'Drama', 'Romance']	7.5	30121	84	10555619
5395	Дочь моего босса	2003	PG-13	86	['Comedy', 'Romance']	4.7	30119	15	15550605
5396	Школа негодяев	2006	PG-13	100	['Comedy']	5.9	30102	44	17803796
5397	Радхе Шьям	2022	138 min	138	['Drama', 'Romance']	5.3	30102	0	0
5398	Лабиринт	2007	159 min	159	['Comedy', 'Horror', 'Mystery']	7.4	30098	0	1069952
5399	La règle du jeu	1939	110 min	110	['Comedy', 'Drama']	7.9	30095	99	0
5400	Индеец в шкафу	1995	PG	96	['Drama', 'Family', 'Fantasy']	6.0	30093	58	35617599
5401	Геттисбург	1993	PG	271	['Drama', 'History', 'War']	7.6	30070	0	10769960
5402	Дикая жизнь	2018	16+	105	['Drama']	6.8	30057	80	1028993
5403	Lifeboat	1944	97 min	97	['Drama', 'War']	7.6	30045	78	0
5404	The Mosquito Coast	1986	117 min	117	['Adventure', 'Drama', 'Thriller']	6.6	30018	51	14302779
5405	Универсальный солдат 2: Возвращение	1999	R	83	['Action', 'Sci-Fi']	4.2	30018	24	10431220
5406	The Toxic Avenger	1984	18+	82	['Action', 'Comedy', 'Horror']	6.2	30001	42	0
5407	Джинсы - талисман 2	2008	PG-13	119	['Comedy', 'Drama', 'Romance']	6.2	29992	63	44087387
5408	Похищенная	2011	R	99	['Action', 'Adventure', 'Crime']	6.2	29988	0	0
5409	Bugsy	1991	12+	136	['Biography', 'Crime', 'Drama']	6.8	29988	80	49114016
5410	Нелл	1994	16+	112	['Drama']	6.5	29972	60	33683817
5411	Пульс	2006	PG-13	90	['Horror', 'Sci-Fi', 'Thriller']	4.7	29966	27	20259297
5412	UHF	1989	97 min	97	['Comedy', 'Sci-Fi']	6.9	29958	32	6157157
5413	Флешбэк	2022	18+	114	['Action', 'Crime', 'Thriller']	5.7	29930	41	0
5414	Удар	2013	130 min	130	['Action', 'Crime', 'Drama']	7.5	29924	0	0
5415	Управляя полётами	1999	R	124	['Comedy', 'Drama', 'Romance']	6.0	29919	47	8406264
5416	Z	1969	M/PG	127	['Crime', 'Drama', 'Thriller']	8.2	29915	86	83305
5417	Arthur	1981	97 min	97	['Comedy', 'Romance']	6.9	29912	69	95461682
5418	Могучий Джо Янг	1998	PG	114	['Action', 'Adventure', 'Family']	5.7	29908	51	50632037
5419	Шоссе	1996	R	102	['Crime', 'Drama', 'Thriller']	6.8	29899	61	295493
5420	Боги хеви-метала	2022	R	97	['Comedy', 'Music']	6.7	29889	59	0
5421	B ожидании Гаффмана	1996	R	84	['Comedy']	7.4	29850	71	2923982
5422	Старый Генри	2021	16+	99	['Action', 'Drama', 'Western']	7.2	29834	69	0
5423	Убийства в Оксфорде	2008	16+	108	['Crime', 'Horror', 'Mystery']	6.1	29834	0	3607
5424	Любовь с первого взгляда	1998	144 min	144	['Drama', 'Romance']	7.5	29823	0	0
5425	Прибавьте громкость	1990	12+	102	['Comedy', 'Drama', 'Music']	7.2	29821	77	11541758
5426	Невезучие	2003	12+	85	['Comedy', 'Crime']	7.1	29805	0	0
5427	Столик No19	2017	PG-13	87	['Comedy', 'Drama', 'Romance']	5.8	29795	40	3606977
5428	Опасная правда	2001	12+	108	['Action', 'Crime', 'Drama']	6.1	29786	31	10965209
5429	Весна	2014	109 min	109	['Horror', 'Romance', 'Sci-Fi']	6.7	29779	70	48949
5430	The Wrong Man	1956	105 min	105	['Drama', 'Film-Noir']	7.4	29776	83	0
5431	Никогда, редко, иногда, всегда	2020	PG-13	101	['Drama']	7.4	29765	92	0
5432	Убийцы на замену	1998	R	87	['Action', 'Crime', 'Thriller']	6.1	29761	42	18967571
5433	Страшные сказки	2015	16+	134	['Drama', 'Fantasy', 'Horror']	6.4	29752	72	80809
5434	Сильная женщина	2001	16+	132	['Biography', 'Comedy', 'Drama']	6.5	29750	43	30165536
5435	X+Y	2014	PG-13	111	['Drama', 'Romance']	7.1	29733	65	139511
5436	Boображаемая любовь	2010	18+	101	['Drama', 'Romance']	7.1	29719	70	62985
5437	Колесо чудес	2017	PG-13	101	['Drama', 'Romance']	6.2	29713	45	1403237
5438	Бунтарка	2006	12+	103	['Comedy', 'Drama', 'Sport']	6.3	29712	53	26870825
5439	Мистер Черч	2016	PG-13	104	['Comedy', 'Drama']	7.6	29688	37	685143
5440	Day of the Woman	1978	18+	101	['Horror', 'Thriller']	5.6	29667	19	0
5441	Актриса тысячелетия	2001	12+	87	['Animation', 'Drama', 'Fantasy']	7.8	29666	70	186094
5442	Неудачник	2000	12+	98	['Comedy', 'Romance']	5.3	29665	35	15618626
5443	Зомби по имени Фидо	2006	R	93	['Comedy', 'Drama', 'Horror']	6.7	29665	70	298110
5444	12 рaундов	2009	PG-13	108	['Action', 'Crime', 'Thriller']	5.6	29664	38	12232937
5445	Нашествие варваров	2003	R	99	['Comedy', 'Crime', 'Drama']	7.5	29636	70	3432342
5446	Маленькие гиганты	1994	PG	107	['Comedy', 'Family', 'Sport']	6.4	29628	0	19288821
5447	Волшебный дракон	2021	PG	98	['Animation', 'Adventure', 'Comedy']	7.2	29625	59	0
5448	Воспоминания о будущем	2014	16+	129	['Biography', 'Drama', 'History']	7.2	29616	76	1822030
5449	Годзилла	2016	120 min	120	['Action', 'Drama', 'Horror']	6.8	29612	67	1918403
5450	Глаз	2002	16+	99	['Fantasy', 'Horror', 'Mystery']	6.6	29605	66	512049
5451	Крепость	1992	R	95	['Action', 'Crime', 'Sci-Fi']	5.9	29602	48	6739141
5452	Штурмуя Вудсток	2009	R	120	['Biography', 'Comedy', 'Drama']	6.7	29596	55	7443007
5453	Пловчихи	2022	PG-13	134	['Biography', 'Drama', 'Sport']	7.4	29593	62	0
5454	Мужские слезы	2021	18+	104	['Drama']	5.7	29590	58	0
5455	Такси 4	2007	12+	91	['Action', 'Comedy', 'Crime']	5.5	29581	0	0
5456	Серена	2014	16+	109	['Drama', 'History', 'Romance']	5.4	29580	36	176305
5457	На месте принцессы	2018	101 min	101	['Comedy', 'Drama', 'Family']	6.1	29577	0	0
5458	Шехзада	2023	12+	142	['Action', 'Comedy', 'Drama']	4.6	29568	0	0
5459	Air America	1990	113 min	113	['Action', 'Comedy', 'War']	5.8	29568	33	31053601
5460	Новичок года	1993	PG	103	['Comedy', 'Family', 'Fantasy']	6.1	29561	53	53579269
5461	Шоссе	2014	133 min	133	['Crime', 'Drama', 'Romance']	7.6	29560	40	529136
5462	Убийство первой степени	1995	R	122	['Drama', 'Thriller']	7.3	29553	0	17382000
5463	Любит/Не любит	2011	18+	116	['Comedy', 'Drama']	6.5	29522	68	1237514
5464	Основные цвета	1998	R	143	['Comedy', 'Drama']	6.7	29522	70	38966057
5465	Книжный клуб	2018	PG-13	104	['Comedy', 'Drama', 'Romance']	6.1	29514	53	68566296
5466	Клетка для кроликов	2002	12+	94	['Biography', 'Drama']	7.4	29510	80	6165429
5467	Безжалостные люди	1986	93 min	93	['Comedy', 'Crime']	6.9	29497	78	71624879
5468	Воскресение Христа	2016	PG-13	107	['Action', 'Drama', 'History']	6.3	29495	51	36874745
5469	Sacrifice	1986	12+	149	['Drama']	7.9	29486	0	300653
5470	Vanishing Point	1971	R	99	['Action', 'Crime', 'Thriller']	7.2	29484	61	0
5471	Раз! Два! Три! Умри!	2012	88 min	88	['Adventure', 'Comedy', 'Crime']	6.5	29476	69	35722
5472	Артемис Фаул	2020	6+	95	['Adventure', 'Family', 'Fantasy']	4.2	29457	31	0
5473	Чeмпион	2010	PG	123	['Biography', 'Drama', 'Family']	7.2	29454	61	59713955
5474	Silver Bullet	1985	95 min	95	['Horror']	6.4	29444	26	5400000
5475	К чуду	2012	R	112	['Drama', 'Romance']	5.8	29439	58	586293
5476	Jason and the Argonauts	1963	104 min	104	['Action', 'Adventure', 'Family']	7.3	29429	69	4578000
5477	Твои, мои и наши	2005	12+	88	['Comedy', 'Family', 'Romance']	5.4	29379	38	53412862
5478	Memphis Belle	1990	107 min	107	['Action', 'Drama', 'War']	6.9	29378	59	27441977
5479	Заговорщица	2010	PG-13	122	['Crime', 'Drama', 'History']	6.9	29378	55	11538204
5480	Stir Crazy	1980	111 min	111	['Comedy', 'Crime']	6.7	29360	56	101300000
5481	Mystery Train	1989	16+	110	['Comedy', 'Crime', 'Drama']	7.5	29350	80	367879
5482	Jexi	2019	R	84	['Comedy', 'Romance', 'Sci-Fi']	6.0	29341	39	0
5483	Реальная белка	2014	PG	85	['Animation', 'Adventure', 'Comedy']	5.7	29333	37	64251541
5484	Любовь по вызову	2022	R	97	['Comedy', 'Drama']	7.2	29331	78	0
5485	Драконий жемчуг Супер: Броли	2018	12+	100	['Animation', 'Action', 'Adventure']	7.7	29331	59	30712119
5486	Ускользающая красота	1996	R	118	['Drama', 'Mystery', 'Romance']	6.5	29326	60	4573330
