title,year,runtime,genre,imdb_rating,votes,certificate,metascore,gross
"Коррина, Коррина",1994,115,"['Comedy', 'Drama', 'Romance']",6.6,13811,PG,0,20160000
The Picture of Dorian Gray,1945,110,"['Drama', 'Fantasy', 'Horror']",7.5,13798,NaN,0,0
В баре,2007,92,"['Crime', 'Drama', 'Thriller']",7.0,13793,NaN,0,0
Зловещий свет,2022,93,"['Horror', 'Thriller']",5.3,13790,PG-13,38,0
Учитель и чудовища,1996,86,"['Comedy', 'Crime', 'Romance']",5.5,13789,PG-13,33,20951277
"Громче, чем бомбы",2015,109,['Drama'],6.6,13788,R,70,161789
Дикий,2016,174,"['Drama', 'Romance']",8.3,13788,NaN,0,0
Интервью,2007,84,['Drama'],6.8,13788,18+,64,416417
Байкеры,2003,110,"['Action', 'Drama']",4.6,13785,16+,36,21701045
Герцог Бургундии,2014,104,"['Drama', 'Romance']",6.5,13783,NaN,87,32630
Наше последнее лето,2019,109,"['Comedy', 'Romance']",5.5,13781,NaN,0,0
Сила веры,1992,108,"['Comedy', 'Drama', 'Romance']",6.1,13781,PG-13,0,23369283
Холодная рыба,2010,146,"['Crime', 'Drama', 'Thriller']",7.1,13766,NaN,66,0
Мустанг,2019,96,['Drama'],6.8,13765,R,77,5043620
Астерикс и Клеопатра,1968,72,"['Animation', 'Adventure', 'Comedy']",7.2,13765,NaN,0,0
Seksmisja,1984,117,"['Adventure', 'Comedy', 'Sci-Fi']",7.5,13762,NaN,0,0
Мужчины и куры,2015,104,"['Comedy', 'Drama', 'Mystery']",6.7,13760,NaN,64,30127
Как не стать президентом,2018,113,"['Biography', 'Drama', 'History']",6.1,13759,R,61,2000105
Дерзкие и лихие,2011,170,"['Action', 'Comedy', 'Drama']",7.4,13758,NaN,0,1563466
Как боссу утерли нос,1997,163,"['Comedy', 'Drama', 'Musical']",6.7,13754,NaN,0,0
Хорошая женщина,2004,93,"['Drama', 'Comedy', 'Romance']",6.5,13752,12+,53,223144
Свора,2006,91,"['Action', 'Comedy', 'Horror']",5.1,13751,18+,0,14500
Кэндимэн 2: Прощание с плотью,1995,95,"['Horror', 'Thriller']",5.2,13740,R,41,13940383
Анатомия,2000,103,"['Horror', 'Thriller']",6.0,13740,16+,33,5725
Tom Jones,1963,129,"['Adventure', 'Comedy', 'History']",6.4,13738,NaN,77,37600000
Цветок пустыни,2009,120,"['Biography', 'Drama']",7.3,13736,R,54,44348
Wings,1927,144,"['Drama', 'Romance', 'War']",7.6,13729,PG-13,0,6587502
Загадка,2005,140,"['Comedy', 'Drama', 'Fantasy']",6.4,13727,NaN,0,1409498
Варенье из инжира,2011,94,"['Drama', 'Romance']",6.5,13727,NaN,0,0
Henry & June,1990,136,"['Biography', 'Drama']",6.3,13709,16+,62,11567449
Сувенир,2019,120,"['Drama', 'Romance']",6.4,13709,R,92,1036737
Погребальные байки,2019,108,"['Fantasy', 'Horror']",6.4,13699,18+,69,0
Маленький Николя,2009,91,"['Comedy', 'Family']",7.1,13699,NaN,0,0
Друзья навсегда,2019,124,"['Drama', 'Romance']",7.3,13698,R,57,0
Мечтатель,2005,106,"['Drama', 'Family', 'Sport']",6.8,13698,0+,59,32701088
Hatari!,1962,157,"['Action', 'Adventure', 'Comedy']",7.1,13696,NaN,0,14000000
Любовь сегодня,2022,154,"['Comedy', 'Drama', 'Romance']",8.1,13695,NaN,0,0
Алекс и Эмма,2003,96,"['Comedy', 'Romance']",5.5,13695,PG-13,32,14208384
Глаза моей матери,2016,76,"['Drama', 'Horror', 'Thriller']",6.2,13692,R,63,25981
Крейсер,2016,128,"['Action', 'Drama', 'History']",5.3,13681,18+,30,0
Джерси,2022,170,"['Drama', 'Sport']",7.3,13680,NaN,0,0
Big Jake,1971,110,"['Drama', 'Western']",7.1,13670,PG-13,57,16350000
Приключения кота Фрица,1972,78,"['Animation', 'Comedy', 'Drama']",6.2,13665,18+,54,25000000
Времена года,2006,98,"['Drama', 'Romance']",7.1,13664,16+,72,119958
Взрослые дети развода,2013,88,['Comedy'],5.6,13660,R,50,172344
Little Monsters,1989,100,"['Adventure', 'Comedy', 'Family']",6.0,13659,NaN,0,793775
Нигде в Африке,2001,141,"['Biography', 'Drama', 'History']",7.5,13658,12+,72,6173485
Добро пожаловать в джунгли,2013,95,"['Action', 'Adventure', 'Comedy']",4.9,13657,NaN,25,0
Парамедик,2020,94,"['Adventure', 'Crime', 'Drama']",5.7,13655,NaN,0,0
Незваные гости,2015,90,"['Drama', 'Horror', 'Thriller']",5.7,13654,18+,39,0
The Wild Geese,1978,134,"['Action', 'Adventure', 'Drama']",6.8,13654,NaN,0,0
Опасная игра,2002,165,"['Crime', 'Drama', 'Thriller']",7.4,13649,NaN,0,0
Парни побоку,1995,115,"['Comedy', 'Drama']",6.5,13639,R,61,23450000
Легион,2004,142,"['Action', 'Sci-Fi']",6.0,13638,NaN,0,0
А потом мы танцевали,2019,113,"['Drama', 'Romance']",7.6,13633,NaN,68,0
Сумерки,1998,94,"['Crime', 'Drama', 'Mystery']",6.2,13632,R,0,15030732
Окончательный счёт,2018,104,"['Action', 'Drama', 'Thriller']",5.8,13632,R,53,0
Джон Вуд. Последняя кровь,2021,87,"['Action', 'Sci-Fi']",3.6,13631,16+,0,0
Ниндзя,2009,86,"['Action', 'Thriller']",5.5,13631,R,0,0
Инкарнация,2016,87,"['Horror', 'Thriller']",5.3,13630,16+,30,4790573
Сердце,2022,172,"['Drama', 'Musical', 'Romance']",8.1,13630,NaN,0,0
Нежность,2011,108,"['Comedy', 'Drama', 'Romance']",6.6,13628,PG-13,53,0
В лабиринте молчания,2014,124,"['Drama', 'History']",7.3,13628,R,62,794123
Национальная трасса 10,2015,115,"['Action', 'Crime', 'Drama']",7.2,13628,NaN,0,0
Итальянский для начинающих,2000,112,"['Comedy', 'Drama', 'Romance']",7.1,13623,16+,77,4447186
Кабали,2016,153,"['Action', 'Crime', 'Drama']",6.1,13619,NaN,0,0
Дорога домой,1999,89,"['Drama', 'Romance']",7.8,13611,G,71,1280090
Москва слезам не верит,1980,150,"['Comedy', 'Drama', 'Romance']",8.1,13603,16+,0,2500000
Притяжение,2017,132,"['Action', 'Drama', 'Romance']",5.6,13597,12+,0,0
Мой король,2015,124,"['Drama', 'Romance']",7.1,13594,NaN,68,53809
Boлки-оборотни,2006,110,"['Action', 'Fantasy', 'Horror']",4.5,13593,R,33,1018965
D.A.R.Y.L.,1985,99,"['Family', 'Sci-Fi']",6.2,13579,NaN,0,7840873
Kimetsu no Yaiba: Natagumo Yama Hen,2020,138,"['Animation', 'Action', 'Fantasy']",8.8,13573,NaN,0,0
Код Красный,2018,101,"['Biography', 'Drama', 'History']",6.4,13572,18+,45,1578985
Холлеры,2016,88,"['Comedy', 'Drama', 'Romance']",6.6,13570,PG-13,53,1016872
"Сурья, сын Кришнана",2008,169,"['Action', 'Drama', 'Musical']",8.2,13570,NaN,0,0
Чёpное или белое,2014,121,['Drama'],6.6,13555,PG-13,45,21569041
Колесо фортуны,1999,118,"['Comedy', 'Drama']",6.8,13553,PG-13,70,10919177
Копенгаген,2014,98,"['Adventure', 'Drama', 'Romance']",7.0,13552,NaN,71,0
Красная Шапка против зла,2011,87,"['Animation', 'Adventure', 'Comedy']",4.7,13548,12+,20,10143779
The Keep,1983,96,"['Drama', 'Fantasy', 'Horror']",5.7,13543,NaN,34,3758840
Вечность и один день,1998,137,['Drama'],7.9,13539,16+,80,106486
Капитан Алатристе,2006,145,"['Adventure', 'Drama', 'History']",6.1,13537,NaN,0,0
Трумэн,2015,108,"['Adventure', 'Comedy', 'Drama']",7.3,13535,NaN,81,208799
"Скажи, что это не так",2001,95,"['Comedy', 'Romance']",5.0,13530,12+,21,5516708
Одержимость,2002,102,"['Drama', 'Mystery', 'Romance']",6.3,13526,PG-13,52,10103647
Гранит науки,2007,101,"['Comedy', 'Drama']",6.6,13525,18+,73,712391
Смерть Яна,2007,87,"['Horror', 'Thriller']",5.5,13525,R,0,0
Дамский угодник,2000,84,['Comedy'],5.2,13522,16+,22,13592872
Горячая точка,2007,88,"['Action', 'Crime', 'Thriller']",6.7,13520,R,38,3271
Kampen om Narvik,2022,108,"['Drama', 'History', 'War']",6.6,13519,NaN,0,0
Полный дом 4,2019,145,"['Action', 'Comedy', 'Drama']",3.5,13517,NaN,0,0
Fright Night Part 2,1988,104,"['Comedy', 'Horror', 'Thriller']",5.9,13513,NaN,0,2983784
Авалон,2001,107,"['Action', 'Drama', 'Fantasy']",6.4,13512,16+,0,0
Невеста Хампти Шармы,2014,133,"['Comedy', 'Drama', 'Romance']",6.0,13509,NaN,0,380011
Король обмана,2010,135,"['Comedy', 'Crime']",2.6,13509,NaN,0,1076266
Slaughterhouse-Five,1972,104,"['Comedy', 'Drama', 'Sci-Fi']",6.8,13502,16+,66,569618
Город монстров,2015,97,"['Adventure', 'Comedy', 'Fantasy']",5.5,13499,18+,64,0
Soldaat van Oranje,1977,155,"['Drama', 'Romance', 'Thriller']",7.6,13499,R,0,0
Назойливая,2015,103,"['Comedy', 'Drama', 'Romance']",6.3,13497,16+,68,4265673
У меня есть возражение,2014,110,"['Action', 'Crime', 'Drama']",7.8,13496,NaN,0,0
Оставайтесь с нами,1992,88,"['Adventure', 'Comedy', 'Fantasy']",6.2,13495,PG,41,10736401
Freaky Friday,1976,95,"['Comedy', 'Family', 'Fantasy']",6.3,13493,NaN,51,25942000
Майндхорн,2016,89,"['Comedy', 'Thriller']",6.3,13493,NaN,70,0
Gung Ho,1986,112,"['Comedy', 'Drama']",6.3,13492,NaN,48,36611610
Артистка,2018,177,"['Biography', 'Drama']",8.4,13492,NaN,0,0
Спецагент Корки Романо,2001,86,"['Comedy', 'Crime']",4.7,13491,16+,20,23978402
В ожидании варваров,2019,112,['Drama'],5.9,13490,18+,52,0
The Legend of Hell House,1973,95,['Horror'],6.7,13488,NaN,56,0
Ба-бах!,2010,86,"['Comedy', 'Mystery', 'Romance']",5.7,13486,16+,64,116478
Филантропия,2002,110,"['Comedy', 'Drama']",8.4,13486,NaN,0,0
Великан,1998,100,"['Comedy', 'Drama']",7.2,13484,PG-13,0,2643689
Aruvi,2016,130,['Drama'],8.4,13480,NaN,0,0
Берсерк. Золотой век. Фильм I: Бехерит Властителя,2012,76,"['Animation', 'Action', 'Adventure']",7.5,13478,16+,0,0
Выдуманная жизнь Эбботов,1997,110,"['Drama', 'Romance']",6.4,13475,16+,49,5936344
Черный скакун,1979,118,"['Adventure', 'Family', 'Sport']",7.4,13475,NaN,84,0
Dead of Night,1945,103,"['Drama', 'Horror']",7.6,13474,NaN,0,0
Белый шум 2: Сияние,2007,99,"['Drama', 'Fantasy', 'Horror']",5.7,13474,PG-13,0,0
Days of Wine and Roses,1962,117,['Drama'],7.8,13472,NaN,74,0
Divorzio all'italiana,1961,105,"['Comedy', 'Drama', 'Romance']",8.0,13472,NaN,0,0
Братья,2015,156,"['Action', 'Drama', 'Sport']",6.5,13469,NaN,0,266175
Воздушные змеи,2010,123,"['Action', 'Drama', 'Romance']",6.0,13468,NaN,62,1602466
Дневники Мумбая,2010,100,['Drama'],7.0,13466,NaN,55,576639
Ронал-варвар,2011,89,"['Animation', 'Action', 'Adventure']",6.6,13464,16+,0,0
Shampoo,1975,110,"['Comedy', 'Drama']",6.4,13458,NaN,65,49407734
The Green Berets,1968,142,"['Drama', 'War']",5.6,13457,NaN,0,21707027
Большие надежды,2012,128,"['Drama', 'Romance']",6.3,13452,PG-13,60,258656
Противостояние,2000,119,"['Action', 'Drama', 'Fantasy']",6.3,13452,18+,0,0
Нарушение территории,1992,101,"['Action', 'Thriller']",6.3,13450,R,54,13747138
По стечению обстоятельств,2017,105,"['Crime', 'Mystery', 'Thriller']",7.2,13446,NaN,0,298032
Сын Кавери: Часть вторая,2023,164,"['Action', 'Adventure', 'Drama']",7.8,13440,NaN,0,0
Cul-de-sac,1966,112,"['Comedy', 'Drama', 'Thriller']",7.0,13439,NaN,75,0
Oklahoma!,1955,145,"['Comedy', 'Drama', 'Musical']",7.0,13434,NaN,74,0
Заплатить сполна,2002,97,"['Action', 'Crime', 'Drama']",7.0,13431,18+,49,3042188
Дыхание времени,2000,186,"['Crime', 'Drama', 'History']",7.9,13431,NaN,0,274675
Чeстная игра,1995,91,"['Action', 'Romance', 'Thriller']",4.3,13426,R,13,11534477
Поле в Англии,2013,90,"['Drama', 'History', 'Mystery']",6.2,13425,NaN,73,30716
Зачем мы женимся?,2007,113,"['Comedy', 'Drama', 'Romance']",5.9,13422,PG-13,54,55184721
Столик номер 21,2013,108,"['Adventure', 'Drama', 'Thriller']",7.2,13421,NaN,0,31658
Путешествие на Запад,2013,110,"['Action', 'Adventure', 'Comedy']",6.7,13420,PG-13,68,18058
Robin and Marian,1976,106,"['Adventure', 'Drama', 'Romance']",6.5,13410,NaN,73,8720000
She's Having a Baby,1988,106,"['Comedy', 'Drama', 'Romance']",5.9,13409,NaN,41,16031707
Музей восковых фигур,1988,95,"['Comedy', 'Horror']",6.1,13408,NaN,41,808114
Интакто,2001,108,"['Action', 'Adventure', 'Drama']",6.8,13404,R,59,302675
Трое,1994,93,"['Comedy', 'Drama', 'Romance']",6.3,13403,R,0,14815000
Великолепный,1999,121,"['Action', 'Comedy', 'Romance']",6.0,13403,PG-13,0,0
Мой криминальный дядюшка,2002,85,"['Comedy', 'Crime']",5.1,13403,16+,25,13973532
Проклятые,2021,111,"['Fantasy', 'Horror', 'Mystery']",6.2,13401,R,62,0
Тетро,2009,127,['Drama'],6.8,13400,R,65,518522
Шлюха,1995,95,"['Crime', 'Drama', 'Thriller']",5.3,13399,R,33,9795017
Бушвик,2017,94,"['Action', 'Thriller']",5.2,13396,NaN,44,0
Ниже её губ,2016,94,"['Drama', 'Romance']",5.5,13393,NaN,42,0
Алиса,1988,86,"['Animation', 'Adventure', 'Fantasy']",7.4,13391,NaN,0,0
Журналист,2016,113,"['Crime', 'Drama', 'Mystery']",6.2,13383,18+,44,0
Te3n,2016,136,"['Crime', 'Drama', 'Mystery']",7.2,13382,NaN,0,258066
Красная дорога,2006,113,"['Drama', 'Mystery', 'Thriller']",6.8,13381,NaN,73,153432
Ball of Fire,1941,111,"['Comedy', 'Romance']",7.7,13379,NaN,78,0
Закон желания,1987,102,"['Comedy', 'Drama', 'Thriller']",7.1,13376,18+,0,0
Отскок,2005,86,"['Comedy', 'Family', 'Sport']",5.1,13370,PG,36,16808336
Dutch,1991,107,"['Comedy', 'Drama']",6.5,13364,NaN,0,4603929
Малик,2021,162,"['Action', 'Biography', 'Crime']",8.0,13363,NaN,0,0
Свадебный разгром,2011,97,"['Comedy', 'Romance']",5.7,13363,NaN,0,0
Jôi-uchi: Hairyô tsuma shimatsu,1967,128,['Drama'],8.3,13359,NaN,90,0
Сновидения,1999,100,"['Drama', 'Fantasy', 'Thriller']",5.5,13359,R,0,12017369
Чудо,2015,136,"['Comedy', 'Drama']",7.6,13359,NaN,0,0
Бардо,2022,159,"['Comedy', 'Drama']",6.7,13357,R,53,0
Исчезнувший,2021,95,"['Crime', 'Drama', 'Mystery']",6.0,13356,16+,0,0
Тётя 420,1997,155,"['Comedy', 'Drama', 'Family']",7.4,13356,NaN,0,0
Roma,1972,120,"['Comedy', 'Drama']",7.3,13353,NaN,0,732326
The Big Easy,1986,102,"['Comedy', 'Crime', 'Drama']",6.5,13352,NaN,77,17685307
Криминальные боссы,2020,117,"['Crime', 'Thriller']",6.0,13351,18+,55,0
Хранилище,2017,91,"['Crime', 'Horror', 'Mystery']",4.8,13351,18+,50,5728
The Court Jester,1955,101,"['Adventure', 'Comedy', 'Family']",7.8,13351,NaN,0,20000
Т-34,2018,139,"['Action', 'War']",6.8,13348,12+,0,0
Интимный дневник,1995,126,['Drama'],6.5,13344,18+,64,2293037
Возвращение в Брайдсхед,2008,134,"['Drama', 'Romance']",6.7,13344,12+,64,6414563
Купе номер 6,2021,107,"['Drama', 'Romance']",7.2,13340,16+,80,0
Положитесь на Пита,2017,121,"['Adventure', 'Drama', 'Sport']",7.2,13335,R,80,1163056
Вoзница,1921,107,"['Drama', 'Fantasy', 'Horror']",8.0,13332,NaN,0,0
Сирано,2021,123,"['Drama', 'Musical', 'Romance']",6.4,13331,12+,66,0
МЫ. Верим в любовь,2011,119,"['Drama', 'History', 'Romance']",6.2,13328,18+,37,583455
Двойной дракон,1994,96,"['Action', 'Adventure', 'Comedy']",3.9,13325,PG-13,0,2341309
Family Business,1989,110,"['Crime', 'Drama']",5.7,13324,NaN,54,12195695
Clockwise,1986,96,['Comedy'],6.6,13318,NaN,0,1476356
Разумное сомнение,2009,106,"['Crime', 'Drama', 'Mystery']",5.8,13312,PG-13,35,32409
Джилла,2014,185,"['Action', 'Crime', 'Drama']",6.2,13312,NaN,0,230221
Они,2002,89,"['Horror', 'Mystery', 'Thriller']",4.8,13311,PG-13,31,12840842
Warui yatsu hodo yoku nemuru,1960,151,"['Crime', 'Drama', 'Thriller']",8.0,13309,NaN,0,0
C.H.U.D.,1984,88,"['Horror', 'Sci-Fi']",5.6,13305,NaN,57,4654423
Плачущий убийца,1995,102,"['Action', 'Crime', 'Thriller']",6.4,13297,18+,0,0
DAMaN,2022,121,"['Adventure', 'Drama']",9.1,13297,NaN,0,0
The Sheltering Sky,1990,138,"['Adventure', 'Drama']",6.8,13295,NaN,0,2075084
Ostre sledované vlaky,1966,92,"['Comedy', 'Drama', 'Romance']",7.6,13295,NaN,0,3270000
Роза,1992,137,"['Drama', 'Romance', 'Thriller']",8.1,13292,NaN,0,0
Светлячки в саду,2008,99,['Drama'],6.4,13290,R,34,3393161
Парни из Трейлерпарка,2006,95,"['Comedy', 'Crime']",7.1,13276,R,38,0
Разлом,2018,106,"['Action', 'Drama', 'Thriller']",6.2,13274,PG-13,70,6235
Когда звонит незнакомец,1979,97,"['Horror', 'Mystery', 'Thriller']",6.4,13274,NaN,58,21411158
Çalgi Çengi,2011,90,['Comedy'],7.0,13263,NaN,0,0
Джошуа,2007,106,"['Drama', 'Horror', 'Thriller']",5.8,13255,R,69,478492
Любовный переплет,2011,90,"['Comedy', 'Drama', 'Romance']",5.8,13253,R,46,364875
Гномео и Джульетта 2: Шерлок Гномс,2018,86,"['Animation', 'Adventure', 'Comedy']",5.2,13249,PG,36,43242871
Снежный день,2000,89,"['Adventure', 'Comedy', 'Family']",5.1,13249,0+,34,60020107
...altrimenti ci arrabbiamo!,1974,102,"['Action', 'Comedy']",7.3,13249,NaN,0,0
The Diary of Anne Frank,1959,180,"['Biography', 'Drama', 'Family']",7.4,13247,NaN,59,5014000
Beнера,2006,95,"['Comedy', 'Drama', 'Romance']",7.1,13244,R,82,3343528
Грязный стыд,2004,89,['Comedy'],5.1,13243,16+,56,1339668
Зима в военное время,2008,103,"['Drama', 'History', 'War']",7.0,13243,R,66,542860
Vavien,2009,100,"['Comedy', 'Drama', 'Thriller']",7.5,13243,NaN,0,0
Chances Are,1989,108,"['Comedy', 'Fantasy', 'Romance']",6.4,13231,NaN,62,16278590
Феи: Тайна зимнего леса,2012,75,"['Animation', 'Family', 'Fantasy']",7.0,13227,NaN,0,0
В ловушке,2016,105,"['Drama', 'Thriller']",7.5,13224,NaN,0,0
Битва за Севастополь,2015,110,"['Action', 'Biography', 'Drama']",7.0,13218,12+,0,0
Клаустрофобия,2017,81,"['Horror', 'Thriller']",4.2,13218,18+,0,0
Вопль,2010,84,"['Biography', 'Drama', 'Romance']",6.6,13214,R,63,617334
30 безумных желаний,2018,97,"['Adventure', 'Comedy', 'Drama']",6.9,13212,16+,44,0
Жизнь как чудо,2004,155,"['Comedy', 'Romance', 'Music']",7.5,13209,NaN,0,0
Пальцы веером,1999,103,"['Comedy', 'Crime', 'Thriller']",7.0,13206,R,0,0
Бомбей,1995,141,"['Drama', 'Romance']",8.1,13206,NaN,0,0
The Most Dangerous Game,1932,63,"['Action', 'Adventure', 'Horror']",7.1,13205,NaN,0,965740
Hombre,1967,111,"['Drama', 'Western']",7.4,13203,NaN,80,0
Бунтарь 3,2020,143,"['Action', 'Adventure', 'Thriller']",2.1,13201,NaN,0,0
Под откос,2020,86,"['Comedy', 'Drama']",4.9,13200,R,49,0
Гулабо и Ситабо,2020,124,"['Comedy', 'Drama']",6.3,13198,NaN,0,0
Фея-крёстная,2020,110,"['Comedy', 'Drama', 'Family']",6.1,13197,PG,49,0
Война,1994,126,['Drama'],6.7,13194,PG-13,0,16551365
Таймер,2009,99,"['Comedy', 'Drama', 'Romance']",6.5,13191,R,0,0
Добро пожаловать в Музпорт,2004,110,"['Comedy', 'Romance']",5.3,13185,PG-13,33,14469428
Инцидент Синдзюку,2009,119,"['Action', 'Crime', 'Drama']",6.9,13182,R,63,0
Wake in Fright,1971,109,"['Drama', 'Thriller']",7.6,13179,NaN,85,50394
Кин-Дза-Дза!,1986,135,"['Comedy', 'Drama', 'Sci-Fi']",7.9,13179,12+,0,0
Жандарм из Сен-Тропе,1964,90,"['Comedy', 'Crime']",7.1,13177,NaN,0,0
Fury,1936,92,"['Crime', 'Drama', 'Film-Noir']",7.8,13177,NaN,0,0
Индиец,1996,185,"['Action', 'Drama', 'Thriller']",8.1,13170,NaN,0,0
Кролик Питер 2,2021,93,"['Adventure', 'Comedy', 'Crime']",6.2,13166,6+,43,40501717
Евангелие от Матфея,1964,137,"['Biography', 'Drama', 'History']",7.7,13166,NaN,0,0
The Deep,1977,123,"['Adventure', 'Mystery', 'Thriller']",6.2,13160,NaN,41,6835540
И куда мы теперь?,2011,110,"['Comedy', 'Drama']",7.4,13152,PG-13,60,531813
Цена человека,2013,111,"['Crime', 'Drama']",7.2,13151,NaN,63,157336
Remo Williams: The Adventure Begins,1985,121,"['Action', 'Adventure', 'Comedy']",6.4,13147,NaN,46,0
Карапузы в Париже,2000,78,"['Animation', 'Adventure', 'Comedy']",6.1,13147,0+,62,76507756
Хулиган,2007,161,"['Action', 'Crime', 'Thriller']",7.5,13146,NaN,0,0
Заброшенный дом,2006,99,"['Horror', 'Mystery', 'Thriller']",5.5,13138,R,42,1255524
Das Testament des Dr. Mabuse,1933,122,"['Crime', 'Mystery', 'Thriller']",7.9,13134,NaN,0,0
Плохие девчонки,1994,99,"['Action', 'Adventure', 'Drama']",5.2,13133,R,0,15240435
Сорвиголова для чего угодно,2022,151,"['Action', 'Crime', 'Drama']",6.5,13132,NaN,0,0
Расплата за грехи,2022,94,"['Crime', 'Drama', 'Mystery']",4.1,13130,NaN,0,0
Благочестие,2006,96,['Drama'],7.4,13129,NaN,0,0
Кутерьма,1999,160,"['Biography', 'Comedy', 'Drama']",7.4,13128,R,90,6201757
Гладко на бумаге,2021,92,"['Comedy', 'Romance']",5.6,13120,Unrated,54,0
Lone Wolf McQuade,1983,107,"['Action', 'Crime', 'Drama']",6.3,13119,NaN,65,12232628
Полюбить Аннабель,2006,77,"['Drama', 'Romance']",6.3,13117,NaN,0,1100000
Потерянная пуля,2020,92,"['Action', 'Crime', 'Thriller']",6.3,13115,16+,78,0
Mo' Better Blues,1990,129,"['Drama', 'Music', 'Romance']",6.7,13111,NaN,61,16153600
Амелия,2009,111,"['Adventure', 'Biography', 'Drama']",5.8,13110,PG,37,14241034
Колпачино,2009,98,['Comedy'],6.5,13109,NaN,0,0
Я - препод,2018,116,"['Comedy', 'Drama']",7.5,13108,NaN,0,330279
На краю,2014,93,"['Crime', 'Drama', 'Thriller']",6.1,13102,R,44,0
Заброшенный,2015,90,"['Action', 'Drama', 'Western']",6.4,13101,R,55,0
Oliver Twist,1948,116,['Drama'],7.8,13100,NaN,84,0
Отважная,2014,113,"['Action', 'Crime', 'Drama']",7.3,13088,NaN,0,0
Terror Train,1980,97,"['Horror', 'Mystery', 'Thriller']",5.8,13086,NaN,42,0
Мучение,2004,88,"['Drama', 'Horror', 'Thriller']",6.1,13083,NaN,52,2623
Свадьба лучшей подруги,2018,135,['Comedy'],3.3,13077,NaN,0,0
Охотники на драконов,2008,80,"['Animation', 'Action', 'Adventure']",6.5,13076,PG,0,0
Rio Lobo,1970,114,"['War', 'Western']",6.7,13074,G,55,9265000
Обет молчания,2017,87,"['Action', 'Drama', 'Thriller']",5.7,13073,18+,49,0
Бронза,2015,100,"['Comedy', 'Drama', 'Sport']",6.1,13070,18+,44,615654
Letter from an Unknown Woman,1948,87,"['Drama', 'Romance']",7.9,13057,NaN,0,0
Into the Night,1985,115,"['Action', 'Comedy', 'Crime']",6.4,13053,NaN,41,7562164
Призрак в кронах деревьев,2020,94,"['Drama', 'Horror', 'Mystery']",6.5,13053,NaN,0,0
Germania anno zero,1948,78,"['Drama', 'History', 'War']",7.8,13051,NaN,0,0
Снежный пирог,2006,112,"['Drama', 'Romance']",7.4,13051,NaN,54,26014
Бог не умер 2,2016,120,"['Drama', 'Fantasy']",4.3,13050,PG,22,20773070
Хорошая работа,1999,92,"['Drama', 'War']",7.3,13049,NaN,91,247606
Dark Angel,1990,91,"['Action', 'Crime', 'Horror']",6.1,13039,NaN,0,4348368
I Walked with a Zombie,1943,69,"['Drama', 'Fantasy', 'Horror']",7.0,13032,NaN,0,0
Никто сегодня не спит в лесу,2020,102,"['Fantasy', 'Horror', 'Mystery']",4.9,13031,NaN,0,0
Kapicilar Krali,1976,84,"['Comedy', 'Drama']",8.4,13030,NaN,0,0
Пять минут рая,2009,89,"['Drama', 'Thriller']",6.6,13028,R,62,13217
Horse Feathers,1932,68,"['Comedy', 'Family', 'Musical']",7.5,13025,NaN,83,0
Земля,2021,89,"['Adventure', 'Drama']",6.6,13022,PG-13,61,0
Судный день,2011,87,"['Action', 'Drama', 'Horror']",5.2,13019,18+,41,20502
Музыка сердца,1999,124,"['Drama', 'Music']",6.8,13017,PG,54,14859394
Загон для собак,2010,91,"['Crime', 'Drama']",7.0,13016,NaN,57,0
I tre volti della paura,1963,92,['Horror'],7.0,13015,NaN,82,0
Появляется Данстон,1996,88,"['Adventure', 'Comedy', 'Family']",5.3,13013,PG,54,9871065
"Торренте, глупая рука закона",1998,97,"['Comedy', 'Crime']",6.8,13013,NaN,0,0
Супернова,2020,95,"['Drama', 'Romance']",6.9,13010,18+,73,0
Опасные иллюзии,2021,114,"['Drama', 'Thriller']",3.7,13009,R,0,0
"Айван, единственный и неповторимый",2020,95,"['Adventure', 'Comedy', 'Drama']",6.6,13009,PG,58,0
Турецкий Геркулес,2019,141,"['Biography', 'Drama', 'Sport']",8.2,13006,NaN,0,0
Холостые выстрелы,2010,110,"['Comedy', 'Drama', 'Romance']",7.2,13005,NaN,0,0
"Человек, который убил Гитлера и затем снежного человека",2018,98,"['Adventure', 'Drama', 'Sci-Fi']",5.7,13003,NaN,51,0
Жена священника,1996,123,"['Comedy', 'Drama', 'Fantasy']",5.7,13003,PG,0,48102795
Bird,1988,161,"['Biography', 'Drama', 'Music']",7.1,13002,NaN,78,2181286
Чемпионы,2023,124,"['Comedy', 'Drama', 'Sport']",6.7,13000,PG-13,50,0
Майор Гром: Чумной Доктор,2021,136,"['Action', 'Crime']",6.3,12998,12+,0,0
Патриот,1998,90,"['Action', 'Thriller']",4.1,12997,R,0,0
Самая длинная неделя,2014,86,"['Comedy', 'Drama', 'Romance']",5.4,12995,PG-13,34,0
Виолет и Дейзи,2011,88,"['Action', 'Comedy', 'Crime']",6.0,12993,R,43,17186
Отчаянный ход,2019,116,"['Drama', 'War']",6.8,12992,R,51,0
Юные преступники,2016,83,"['Adventure', 'Comedy', 'Crime']",7.0,12992,18+,0,0
Тристрам Шенди: История петушка и бычка,2005,94,['Comedy'],6.7,12984,16+,80,1253413
Николас Никлби,2002,132,"['Adventure', 'Drama', 'Romance']",7.1,12983,PG,71,1587173
Маленькое красное платье,2018,118,"['Comedy', 'Drama', 'Fantasy']",6.2,12981,R,81,0
